cluster_id,risk_score,risk_level,false_alarm_indicator,classification_label,alert_priority,recommended_action,nearest_station_name,station_distance_km,station_available,alert_rationale
1463,41.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1464,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1465,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,BHEL Fire Station,10.25,True,Low Risk Index representing routine thermal baseline.
1466,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1467,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Vellore Fire station,1.5,True,Low Risk Index representing routine thermal baseline.
1468,56.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1469,24.6,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,CMC fire station,16.85,True,Low Risk Index representing routine thermal baseline.
1470,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1471,22.9,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),20.88,True,Low Risk Index representing routine thermal baseline.
1472,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),37.66,True,Low Risk Index representing routine thermal baseline.
1473,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1474,22.9,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Ballari Fire Station,12.5,True,Low Risk Index representing routine thermal baseline.
1475,58.0,MEDIUM,LOW,Unknown / Insufficient Evidence,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: BMM Fire station (21.2 km away).,BMM Fire station,21.21,True,Moderate thermal risk context (Unknown / Insufficient Evidence). Operational review recommended.
1476,60.0,HIGH,LOW,Agricultural-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,High Risk Index (60.0) combined with high evidence reliability (Low False-Alarm Concern).
1477,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1478,28.9,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Kallakurichi Fire Station,3.09,True,Low Risk Index representing routine thermal baseline.
1479,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Kallakurichi Fire Station,11.61,True,Low Risk Index representing routine thermal baseline.
1480,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1481,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1482,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Nalgonda Fire Station,27.25,True,Low Risk Index representing routine thermal baseline.
1483,23.5,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1484,27.2,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1485,22.1,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1486,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire Brigade,20.53,True,Low Risk Index representing routine thermal baseline.
1487,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1488,34.0,MEDIUM,MEDIUM,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (29.4 km away).,Fire station (unnamed),29.39,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1489,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Madurai Airport Fire Station,9.82,True,Low Risk Index representing routine thermal baseline.
1490,70.0,HIGH,LOW,Agricultural-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Madurai Airport Fire Station (28.5 km away).,Madurai Airport Fire Station,28.5,True,High Risk Index (70.0) combined with high evidence reliability (Low False-Alarm Concern).
1491,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),18.8,True,Low Risk Index representing routine thermal baseline.
1492,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),19.17,True,Low Risk Index representing routine thermal baseline.
1493,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),25.58,True,Low Risk Index representing routine thermal baseline.
1494,27.2,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Erode District Fire Station,31.99,True,Low Risk Index representing routine thermal baseline.
1495,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Kallakurichi Fire Station,34.37,True,Low Risk Index representing routine thermal baseline.
1496,13.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire Station Chidambaram,20.09,True,Low Risk Index representing routine thermal baseline.
1497,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),31.46,True,Low Risk Index representing routine thermal baseline.
1498,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Saraswathipuram Fire Station,41.24,True,Low Risk Index representing routine thermal baseline.
1499,32.3,MEDIUM,MEDIUM,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire Control Room (25.4 km away).,Fire Control Room,25.42,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1500,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),31.53,True,Low Risk Index representing routine thermal baseline.
1501,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire Station,20.65,True,Low Risk Index representing routine thermal baseline.
1502,13.0,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),6.13,True,Low Risk Index representing routine thermal baseline.
1503,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire Station Gudiyattam,18.18,True,Low Risk Index representing routine thermal baseline.
1504,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire Station,17.88,True,Low Risk Index representing routine thermal baseline.
1505,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1506,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1507,13.0,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Ballari Fire Station,19.25,True,Low Risk Index representing routine thermal baseline.
1508,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1509,35.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (15.9 km away).,Fire station (unnamed),15.95,True,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1510,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Ballari Fire Station,32.46,True,Low Risk Index representing routine thermal baseline.
1511,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,"Fire Station, Yemmiganur",35.51,True,Low Risk Index representing routine thermal baseline.
1512,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1513,22.1,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1514,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),25.57,True,Low Risk Index representing routine thermal baseline.
1515,22.1,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1516,85.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,High Risk Index (85.0) combined with high evidence reliability (Low False-Alarm Concern).
1517,41.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1518,15.3,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1519,26.0,LOW,LOW,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1520,22.1,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1521,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1522,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1523,36.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Mettur FIre and Rescue Dept. (10.2 km away).,Mettur FIre and Rescue Dept.,10.21,True,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1524,22.9,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1525,12.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1526,12.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire Station,33.06,True,Low Risk Index representing routine thermal baseline.
1527,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Jnagareddygudem Fire Station,22.73,True,Low Risk Index representing routine thermal baseline.
1528,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Asansol Fire Brigade,20.49,True,Low Risk Index representing routine thermal baseline.
1529,10.0,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Mehsana Muncipalty fire cantrol room,36.33,True,Low Risk Index representing routine thermal baseline.
1530,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1531,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Chakan Fire station,21.8,True,Low Risk Index representing routine thermal baseline.
1532,10.2,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),2.66,True,Low Risk Index representing routine thermal baseline.
1533,17.8,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Tirumala Fire Station,29.35,True,Low Risk Index representing routine thermal baseline.
1534,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Tirumala Fire Station,20.78,True,Low Risk Index representing routine thermal baseline.
1535,17.8,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,BMM Fire station,0.33,True,Low Risk Index representing routine thermal baseline.
1536,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,BMM Fire station,22.54,True,Low Risk Index representing routine thermal baseline.
1537,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,BMM Fire station,22.99,True,Low Risk Index representing routine thermal baseline.
1538,12.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1539,64.6,HIGH,MEDIUM,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1540,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Airport Fire Station,27.95,True,Low Risk Index representing routine thermal baseline.
1541,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Sattur Fire Station,27.07,True,Low Risk Index representing routine thermal baseline.
1542,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Sattur Fire Station,17.94,True,Low Risk Index representing routine thermal baseline.
1543,19.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Sattur Fire Station,10.46,True,Low Risk Index representing routine thermal baseline.
1544,16.0,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Virudhunagar Fire Station,32.93,True,Low Risk Index representing routine thermal baseline.
1545,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),24.51,True,Low Risk Index representing routine thermal baseline.
1546,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Kangeyam Fire Station,4.12,True,Low Risk Index representing routine thermal baseline.
1547,12.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Kallakurichi Fire Station,38.55,True,Low Risk Index representing routine thermal baseline.
1548,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire Control Room,12.84,True,Low Risk Index representing routine thermal baseline.
1549,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Mettur FIre and Rescue Dept.,33.21,True,Low Risk Index representing routine thermal baseline.
1550,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire Control Room,28.73,True,Low Risk Index representing routine thermal baseline.
1551,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1552,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),47.27,True,Low Risk Index representing routine thermal baseline.
1553,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1554,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1555,32.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1556,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1557,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Sattur Fire Station,31.54,True,Low Risk Index representing routine thermal baseline.
1558,17.0,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Surandai Fire Station,33.96,True,Low Risk Index representing routine thermal baseline.
1559,32.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Sattur Fire Station (17.6 km away).,Sattur Fire Station,17.65,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1560,13.0,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),16.36,True,Low Risk Index representing routine thermal baseline.
1561,13.0,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Madurai Airport Fire Station,22.36,True,Low Risk Index representing routine thermal baseline.
1562,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Kangeyam Fire Station,15.12,True,Low Risk Index representing routine thermal baseline.
1563,13.0,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Kangeyam Fire Station,18.69,True,Low Risk Index representing routine thermal baseline.
1564,15.3,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire Brigade Station Safidon,20.23,True,Low Risk Index representing routine thermal baseline.
1565,62.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Fire station (unnamed) (33.7 km away).,Fire station (unnamed),33.66,True,High Risk Index (62.0) combined with high evidence reliability (Low False-Alarm Concern).
1566,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),43.27,True,Low Risk Index representing routine thermal baseline.
1567,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Asansol Fire Station,17.63,True,Low Risk Index representing routine thermal baseline.
1568,6.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,NCTPS Fire Station,29.15,True,Low Risk Index representing routine thermal baseline.
1569,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Tirumala Fire Station,18.7,True,Low Risk Index representing routine thermal baseline.
1570,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),47.39,True,Low Risk Index representing routine thermal baseline.
1571,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1572,27.0,LOW,LOW,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1573,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Islampur agnishaman,45.48,True,Low Risk Index representing routine thermal baseline.
1574,17.8,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1575,17.8,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1576,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,fire station,38.76,True,Low Risk Index representing routine thermal baseline.
1577,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Tisaiyanvillai Fire Station,23.68,True,Low Risk Index representing routine thermal baseline.
1578,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),2.67,True,Low Risk Index representing routine thermal baseline.
1579,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Kangeyam Fire Station,48.24,True,Low Risk Index representing routine thermal baseline.
1580,36.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Kangeyam Fire Station (46.1 km away).,Kangeyam Fire Station,46.13,True,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1581,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Erode District Fire Station,25.05,True,Low Risk Index representing routine thermal baseline.
1582,22.9,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1583,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),6.29,True,Low Risk Index representing routine thermal baseline.
1584,6.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),12.19,True,Low Risk Index representing routine thermal baseline.
1585,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Sunkadakatte Fire Station,6.38,True,Low Risk Index representing routine thermal baseline.
1586,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1587,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Jonai Fire Service Station,41.37,True,Low Risk Index representing routine thermal baseline.
1588,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Airport Fire Station,19.16,True,Low Risk Index representing routine thermal baseline.
1589,32.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Airport Fire Station (5.8 km away).,Airport Fire Station,5.76,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1590,27.2,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Airport Fire Station,9.12,True,Low Risk Index representing routine thermal baseline.
1591,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire And Rescue Service Station,4.81,True,Low Risk Index representing routine thermal baseline.
1592,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Airport Fire Station,13.09,True,Low Risk Index representing routine thermal baseline.
1593,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Airport Fire Station,36.66,True,Low Risk Index representing routine thermal baseline.
1594,61.0,HIGH,LOW,Agricultural-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Sattur Fire Station (24.2 km away).,Sattur Fire Station,24.18,True,High Risk Index (61.0) combined with high evidence reliability (Low False-Alarm Concern).
1595,47.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1596,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1597,32.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1598,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),42.41,True,Low Risk Index representing routine thermal baseline.
1599,32.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Madurai Airport Fire Station (30.0 km away).,Madurai Airport Fire Station,29.98,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1600,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),39.01,True,Low Risk Index representing routine thermal baseline.
1601,16.0,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Madurai Airport Fire Station,10.74,True,Low Risk Index representing routine thermal baseline.
1602,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Madurai Airport Fire Station,15.84,True,Low Risk Index representing routine thermal baseline.
1603,10.2,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Madurai Airport Fire Station,35.88,True,Low Risk Index representing routine thermal baseline.
1604,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),29.2,True,Low Risk Index representing routine thermal baseline.
1605,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,BHEL Fire Station,20.91,True,Low Risk Index representing routine thermal baseline.
1606,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,BHEL Fire Station,5.48,True,Low Risk Index representing routine thermal baseline.
1607,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Erode District Fire Station,10.64,True,Low Risk Index representing routine thermal baseline.
1608,22.1,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire Station Chidambaram,25.47,True,Low Risk Index representing routine thermal baseline.
1609,26.0,LOW,LOW,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire Control Room,6.54,True,Low Risk Index representing routine thermal baseline.
1610,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),40.61,True,Low Risk Index representing routine thermal baseline.
1611,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1612,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1613,76.0,HIGH,LOW,Agricultural-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Davanagere Fire Station (37.4 km away).,Davanagere Fire Station,37.36,True,High Risk Index (76.0) combined with high evidence reliability (Low False-Alarm Concern).
